## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/03_FL393_i8.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/03_FL393_i8.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/03_FL393_i8.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:57:56 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
73	52	25	32	1999	94.935602	61.59288	2500000	FR	11	21	31	41	51	59	71	117	223	297	489			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	1
33	6
34	8
35	9514
36	17210
37	22844
38	24534
39	28186
40	34126
41	38845
42	39817
43	38823
44	40245
45	41364
46	40310
47	37955
48	35877
49	35694
50	38620
51	41682
52	42467
53	39208
54	37473
55	37272
56	36362
57	34399
58	32030
59	30745
60	30804
61	31519
62	32539
63	31394
64	30828
65	30711
66	30229
67	29119
68	26720
69	25185
70	24426
71	24634
72	24931
73	25096
74	24590
75	23981
76	23818
77	23088
78	21186
79	20393
80	19565
81	19365
82	19568
83	19432
84	19382
85	19150
86	18743
87	17748
88	17003
89	16081
90	15410
91	15115
92	14899
93	14853
94	15048
95	14887
96	14357
97	13906
98	13215
99	12632
100	12196
101	11449
102	11381
103	11412
104	11729
105	11422
106	11317
107	11020
108	10391
109	9927
110	9569
111	9237
112	8892
113	8896
114	8882
115	8722
116	8846
117	8560
118	8109
119	8007
120	7407
121	7498
122	7132
123	7120
124	6960
125	6956
126	6879
127	7026
128	6617
129	6443
130	6153
131	5750
132	5639
133	5625
134	5594
135	5423
136	5651
137	5801
138	5886
139	5503
140	5273
141	4947
142	4805
143	4609
144	4481
145	4596
146	4541
147	4669
148	4912
149	5230
150	5899
151	6636
152	6138
153	4817
154	4003
155	3865
156	4063
157	4102
158	4345
159	4426
160	4365
161	4173
162	4013
163	3897
164	3779
165	3897
166	4462
167	4724
168	4952
169	4864
170	4636
171	4424
172	4025
173	4070
174	4022
175	4308
176	4591
177	4497
178	4497
179	4371
180	4223
181	3892
182	3881
183	3799
184	3642
185	3674
186	3981
187	3981
188	3914
189	3889
190	3887
191	3933
192	3867
193	3798
194	3801
195	3813
196	3671
197	3741
198	3642
199	3560
200	3593
201	3527
202	3519
203	3553
204	3576
205	3484
206	3608
207	3496
208	3331
209	3227
210	2995
211	3075
212	2973
213	3021
214	2997
215	2978
216	3047
217	2858
218	2783
219	2721
