## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/24_FL765_i2.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/24_FL765_i2.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/24_FL765_i2.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:03:10 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
65	41	24	30	1999	93.27224	58.962817	2499999	FR	13	25	33	41	49	57	141	177	223	259	355			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
30	1
31	1
32	5
33	12
34	19
35	24842
36	41338
37	50046
38	46810
39	47838
40	60406
41	62376
42	61568
43	59197
44	59251
45	57474
46	55052
47	50508
48	46395
49	44310
50	44197
51	43901
52	41532
53	38388
54	35721
55	34327
56	33144
57	30709
58	28136
59	26261
60	24787
61	23877
62	23244
63	22199
64	21377
65	20815
66	20097
67	18884
68	17737
69	16553
70	15209
71	14766
72	14351
73	14172
74	13349
75	13157
76	12827
77	12327
78	11377
79	10759
80	10152
81	9783
82	9670
83	9290
84	9087
85	8829
86	8741
87	8156
88	7885
89	7396
90	6930
91	6786
92	6447
93	6410
94	6299
95	6235
96	6183
97	5941
98	5591
99	5272
100	4929
101	4857
102	4712
103	4593
104	4611
105	4475
106	4665
107	4613
108	4536
109	4120
110	3866
111	3645
112	3595
113	3487
114	3443
115	3545
116	3598
117	3585
118	3414
119	3337
120	2961
121	2858
122	2708
123	2933
124	3317
125	3649
126	3414
127	3597
128	3670
129	3356
130	3120
131	3055
132	2621
133	2706
134	3394
135	4601
136	5555
137	9158
138	12960
139	10911
140	7413
141	6737
142	5664
143	4186
144	4043
145	5199
146	6886
147	10267
148	16733
149	21518
150	30689
151	43777
152	38406
153	21168
154	9971
155	7924
156	8028
157	9363
158	11640
159	13024
160	13218
161	12235
162	10783
163	9186
164	8768
165	9333
166	10893
167	12302
168	13451
169	13362
170	12699
171	11757
172	10317
173	8972
174	8105
175	7995
176	8299
177	8509
178	8607
179	8467
180	8532
181	8115
182	7744
183	7007
184	6507
185	6095
186	6102
187	5821
188	5977
189	6119
190	5966
191	6067
192	5904
193	5737
194	5388
195	5063
196	4756
197	4340
198	4281
199	4221
200	3959
201	3877
202	4016
203	3677
204	3650
205	3332
206	3342
207	3119
208	2869
209	2708
210	2585
211	2494
212	2294
213	2270
214	2064
215	2098
216	2005
217	1884
