## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/22_FL736_i28.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/22_FL736_i28.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/22_FL736_i28.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:02:51 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
51	41	8	32	1999	54.970017	21.519182	2500000	FR	3	7	11	13	17	21	25	31	47	67	143			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	6
33	5
34	14
35	22258
36	40070
37	54059
38	56772
39	65831
40	87879
41	97393
42	96312
43	89202
44	88999
45	90796
46	89942
47	87314
48	80897
49	78636
50	84429
51	88768
52	87656
53	77366
54	69010
55	65614
56	62713
57	57876
58	51676
59	46612
60	43802
61	42873
62	42043
63	38879
64	36412
65	34047
66	32607
67	30375
68	27182
69	23892
70	21290
71	20283
72	19117
73	18230
74	16927
75	16040
76	14996
77	13992
78	12441
79	11248
80	10081
81	9485
82	9104
83	8387
84	8050
85	7472
86	6872
87	6370
88	5717
89	5280
90	4753
91	4288
92	4152
93	3882
94	3698
95	3397
96	3340
97	3021
98	2759
99	2605
100	2324
101	2072
102	1986
103	1817
104	1788
105	1711
106	1578
107	1556
108	1363
109	1257
110	1125
111	1048
112	960
113	960
114	887
115	891
116	842
117	759
118	704
119	669
120	597
121	577
122	528
123	507
124	462
125	490
126	453
127	466
128	421
129	383
130	350
131	351
132	324
133	269
134	326
135	340
136	306
137	390
138	440
139	428
140	330
141	309
142	207
143	216
144	198
145	211
146	270
147	284
148	401
149	509
150	565
151	686
152	620
153	377
154	251
155	235
156	230
157	239
158	278
159	328
160	297
161	258
162	274
163	219
164	229
165	229
166	250
167	274
168	290
169	317
170	302
171	255
172	213
173	179
174	187
175	189
176	169
177	178
178	167
179	188
180	186
181	176
182	150
183	168
184	158
185	153
186	130
187	127
188	143
189	106
190	114
191	101
192	132
193	116
194	92
195	92
196	96
197	73
198	77
199	76
200	77
201	71
202	52
203	58
204	47
205	51
206	47
207	40
208	48
209	48
210	30
211	40
212	39
213	33
214	25
215	32
216	34
217	24
218	31
219	21
220	22
221	19
222	26
223	24
224	11
225	17
226	16
227	10
228	16
229	12
230	13
231	8
232	7
233	15
234	14
235	14
236	6
237	11
238	7
239	9
240	7
241	7
242	5
243	3
244	6
245	1
246	6
