## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/08_FL491_i13.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/08_FL491_i13.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/08_FL491_i13.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:59:30 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
73	45	26	31	1999	98.15329	65.957014	2500000	FR	13	23	33	43	53	63	75	157	241	297	533			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
33	3
34	10
35	12056
36	20913
37	27073
38	28689
39	31521
40	38207
41	40210
42	41229
43	41402
44	42311
45	43167
46	42577
47	40692
48	38631
49	38776
50	40144
51	41385
52	41356
53	39194
54	37385
55	37078
56	36187
57	34362
58	32332
59	31107
60	30283
61	30222
62	30004
63	29209
64	29167
65	28510
66	28238
67	27069
68	25494
69	24254
70	23332
71	22706
72	22563
73	22301
74	22005
75	21582
76	21294
77	20477
78	19512
79	18512
80	17566
81	17260
82	17094
83	17035
84	16664
85	16141
86	15900
87	15324
88	14416
89	13877
90	13259
91	12528
92	12504
93	12443
94	12389
95	12215
96	12081
97	11482
98	11027
99	10450
100	9941
101	9595
102	9523
103	9435
104	9199
105	9329
106	8950
107	8922
108	8493
109	8126
110	7724
111	7278
112	7092
113	7087
114	7061
115	7147
116	6973
117	6885
118	6496
119	6362
120	6135
121	5862
122	5596
123	5410
124	5545
125	5470
126	5400
127	5452
128	5407
129	5035
130	4878
131	4739
132	4583
133	4381
134	4453
135	4575
136	4520
137	5024
138	5462
139	5093
140	4595
141	4512
142	4287
143	3848
144	3581
145	3822
146	3885
147	4455
148	5161
149	5977
150	7696
151	9857
152	9108
153	6218
154	4415
155	4141
156	4291
157	4597
158	5143
159	5685
160	5783
161	5545
162	5386
163	5009
164	4907
165	5284
166	5870
167	6457
168	6923
169	7240
170	6795
171	6443
172	5981
173	5813
174	5827
175	6202
176	6321
177	6415
178	6451
179	6297
180	6453
181	6295
182	5999
183	5926
184	5880
185	5793
186	5979
187	5957
188	5985
189	6019
190	6202
191	6034
192	6012
193	5807
194	5737
195	5595
196	5359
197	5588
198	5330
199	5334
200	5336
201	5150
202	5075
203	5058
204	5136
205	4854
206	4789
207	4628
208	4454
209	4400
210	4268
211	4227
212	4000
213	4106
214	3937
215	3814
216	3735
217	3472
218	3354
219	3279
220	3188
221	3044
222	3013
223	2926
224	2721
225	2775
226	2626
227	2514
228	2468
229	2273
230	2276
231	2137
232	2044
233	1928
234	1854
235	1826
236	1711
237	1719
238	1604
239	1554
240	1470
241	1415
242	1403
243	1338
244	1286
245	1266
246	1151
247	1192
248	1183
249	1183
250	1021
251	1020
252	1001
253	909
254	964
255	887
256	849
257	837
258	820
259	778
260	776
261	724
262	702
263	691
264	687
265	691
266	672
267	666
268	606
269	635
270	564
271	607
272	585
273	597
274	551
275	586
276	548
277	574
278	523
279	529
280	553
281	510
282	505
283	441
284	491
285	476
286	414
287	445
288	452
289	434
290	427
291	456
292	493
293	443
294	407
295	440
296	393
297	435
298	411
299	412
300	383
301	382
302	433
303	362
304	388
305	353
306	341
307	365
308	371
309	382
310	373
311	354
312	375
313	362
314	297
315	381
316	332
317	336
318	368
319	313
320	325
321	350
322	330
323	326
324	338
325	330
326	324
327	299
328	338
329	332
330	328
331	319
332	317
333	347
334	347
335	301
336	331
337	304
338	291
339	325
340	316
341	348
342	304
343	313
344	307
345	297
346	360
347	311
348	303
349	331
350	328
351	319
352	327
353	319
354	273
355	283
356	297
357	313
358	320
359	321
360	296
361	276
362	315
363	287
364	272
365	304
366	294
367	275
368	265
369	264
370	264
371	248
372	247
373	248
374	274
375	245
376	261
377	270
378	267
379	267
380	252
381	240
382	237
383	226
384	223
385	265
386	237
387	225
388	200
389	224
390	217
391	220
392	205
393	205
394	214
395	184
396	192
397	176
398	171
399	176
400	142
401	183
402	160
403	171
404	163
405	170
406	159
407	143
408	165
409	147
410	158
411	132
412	127
413	117
414	156
415	95
416	123
417	115
418	106
419	114
420	99
421	108
422	87
423	100
424	80
425	94
426	67
427	88
428	80
429	74
430	80
431	77
432	80
433	76
434	73
435	67
436	72
437	60
438	52
439	55
440	69
441	66
442	47
443	49
444	39
445	44
446	49
447	62
448	42
449	33
450	39
451	37
452	47
453	40
454	43
455	40
456	34
457	36
458	35
459	41
460	32
461	32
462	29
463	37
464	37
465	44
466	29
467	34
468	27
469	26
470	21
471	36
472	21
473	27
474	31
475	21
476	18
477	32
478	26
479	26
480	28
481	32
482	31
483	16
484	29
485	20
486	36
487	26
488	21
489	20
490	23
491	17
492	31
493	19
494	9
495	25
496	20
497	16
498	17
499	25
500	17
501	23
502	13
503	16
504	24
505	22
506	17
507	19
508	19
509	13
510	13
511	16
512	15
513	14
514	16
515	14
516	11
517	17
518	12
519	16
520	14
521	14
522	13
523	10
524	24
525	20
526	21
527	16
528	21
529	14
530	21
531	14
532	6
533	14
534	13
535	15
536	13
537	7
538	10
539	3
540	15
541	15
542	10
543	11
544	16
545	14
546	13
547	14
548	9
549	12
550	6
551	12
552	11
553	7
554	8
555	4
556	15
557	9
558	7
559	5
560	10
561	8
562	13
563	8
564	8
565	8
566	7
567	11
568	9
569	9
570	7
571	5
572	9
573	6
574	12
575	6
576	7
577	11
578	6
579	4
580	9
581	5
582	5
583	3
584	5
585	8
586	1
587	6
588	7
589	4
590	5
591	3
592	4
593	9
594	5
595	6
596	2
597	4
598	6
599	4
600	2
601	3
602	4
603	5
604	4
605	6
606	4
607	1
608	4
609	2
610	3
611	5
612	3
613	3
614	4
615	3
616	2
617	3
618	2
619	5
620	1
621	2
622	5
623	5
624	3
625	2
626	2
627	3
628	4
631	2
635	1
636	2
637	3
638	3
639	5
640	3
641	3
