## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/10_FL499_i15.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/10_FL499_i15.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/10_FL499_i15.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:00:06 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
72	52	20	31	2000	88.491358	49.323653	2500000	FR	9	17	25	33	41	51	61	91	201	243	307			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
32	2
33	1
34	6
35	4773
36	9373
37	13478
38	12447
39	14765
40	28879
41	33149
42	31985
43	29868
44	30977
45	33183
46	35263
47	36086
48	34802
49	33797
50	40264
51	47320
52	47480
53	44027
54	41222
55	41306
56	42027
57	41718
58	39937
59	37782
60	37942
61	40009
62	40587
63	39428
64	38380
65	38015
66	38142
67	38152
68	36192
69	33379
70	31832
71	31473
72	31260
73	30866
74	30047
75	29233
76	29206
77	28929
78	27433
79	25772
80	24272
81	23734
82	23475
83	22717
84	22078
85	21337
86	20932
87	20404
88	19447
89	18469
90	17472
91	16620
92	15840
93	15371
94	14959
95	14674
96	14282
97	13890
98	13180
99	12539
100	11906
101	11309
102	10760
103	10272
104	10096
105	9919
106	9468
107	9533
108	9184
109	8616
110	8028
111	7543
112	7236
113	6953
114	6626
115	6432
116	6367
117	6059
118	5955
119	5721
120	5441
121	5135
122	5007
123	4588
124	4471
125	4218
126	4206
127	3962
128	3890
129	3898
130	3627
131	3430
132	3328
133	3145
134	3040
135	2995
136	2926
137	3261
138	3498
139	3148
140	2766
141	2556
142	2489
143	2352
144	2224
145	2229
146	2311
147	2748
148	3701
149	4642
150	7043
151	10647
152	10156
153	6059
154	3587
155	2941
156	2873
157	3233
158	3960
159	4632
160	4753
161	4637
162	4446
163	4011
164	3807
165	4440
166	5422
167	6687
168	7799
169	7921
170	7722
171	7769
172	7078
173	5938
174	5398
175	5512
176	5602
177	6162
178	6434
179	6897
180	7012
181	7171
182	7080
183	6650
184	5905
185	5609
186	5499
187	5378
188	5587
189	5681
190	5762
191	5930
192	6251
193	6600
194	6132
195	5453
196	4823
197	4447
198	4272
199	4297
200	4015
201	3952
202	3841
203	3908
204	3743
205	3632
206	3356
207	3176
208	3023
209	2842
210	2644
211	2491
212	2451
213	2338
214	2233
215	2220
216	1995
217	1895
218	1753
219	1606
220	1492
221	1446
222	1351
223	1250
224	1286
225	1164
