## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/12_FL383_i21.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/12_FL383_i21.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/12_FL383_i21.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:00:32 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
69	45	24	32	2000	95.733891	65.993153	2500000	FR	11	21	31	39	49	57	69	161	245	303	539			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	3
33	11
34	15
35	12135
36	21386
37	28258
38	31427
39	35482
40	41912
41	43842
42	45633
43	47586
44	49553
45	49993
46	48884
47	46687
48	44660
49	44234
50	44260
51	44324
52	42640
53	40604
54	39710
55	38616
56	37414
57	35865
58	34020
59	32999
60	31250
61	30385
62	29536
63	28933
64	28363
65	27531
66	27133
67	25808
68	24549
69	23349
70	22585
71	22100
72	21308
73	20913
74	20560
75	20097
76	19841
77	19015
78	18183
79	17026
80	16651
81	16183
82	15857
83	15534
84	15140
85	15089
86	14621
87	14143
88	13247
89	12816
90	12357
91	11649
92	11485
93	11349
94	11049
95	10918
96	10828
97	10424
98	9961
99	9275
100	9036
101	8655
102	8446
103	8417
104	8238
105	8381
106	8155
107	7941
108	7532
109	7381
110	6862
111	6613
112	6407
113	6476
114	6246
115	6262
116	6239
117	6036
118	5822
119	5685
120	5475
121	5181
122	5068
123	4833
124	4989
125	5094
126	4816
127	4792
128	4752
129	4518
130	4207
131	4176
132	3910
133	3934
134	3932
135	4101
136	4194
137	4849
138	5490
139	5038
140	4275
141	4164
142	3679
143	3414
144	3379
145	3561
146	3774
147	4458
148	5556
149	6996
150	9291
151	13028
152	11952
153	7363
154	4519
155	3969
156	4052
157	4570
158	5193
159	5805
160	5904
161	5764
162	5291
163	4932
164	4618
165	5053
166	5682
167	6561
168	7257
169	7179
170	6857
171	6391
172	5928
173	5500
174	5431
175	5537
176	5957
177	6087
178	6300
179	6281
180	5971
181	5782
182	5668
183	5444
184	5062
185	5303
186	5308
187	5511
188	5615
189	5664
190	5681
191	5901
192	5636
193	5528
194	5343
195	4964
196	4991
197	4997
198	4897
199	4929
200	4830
201	4778
202	4643
203	4493
204	4551
205	4424
206	4280
207	4044
208	4091
209	3864
210	3744
211	3589
212	3485
213	3489
214	3306
215	3401
216	3220
217	3135
218	2965
219	2781
220	2780
221	2623
222	2629
223	2523
224	2365
225	2206
226	2279
227	2162
228	2107
229	2059
230	1976
231	1864
232	1883
233	1758
234	1761
235	1695
236	1649
237	1599
238	1600
239	1489
240	1457
241	1365
242	1308
243	1240
244	1178
245	1218
246	1200
247	1127
248	1078
249	1070
250	1052
251	1002
252	947
253	984
254	876
255	828
256	873
257	909
258	790
259	801
260	778
261	779
262	792
263	751
264	749
265	716
266	717
267	647
268	699
269	638
270	654
271	659
272	602
273	646
274	592
275	583
276	567
277	588
278	573
279	557
280	583
281	544
282	568
283	549
284	488
285	504
286	486
287	465
288	532
289	500
290	513
291	518
292	512
293	483
294	485
295	463
296	491
297	496
298	479
299	453
300	479
301	464
302	484
303	491
304	402
305	422
306	424
307	391
308	440
309	436
310	426
311	421
312	429
313	387
314	370
315	388
316	391
317	361
318	373
319	411
320	411
321	387
322	358
323	366
324	386
325	354
326	394
327	341
328	348
329	334
330	352
331	375
332	368
333	330
334	322
335	351
336	321
337	355
338	371
339	295
340	325
341	282
342	289
343	332
344	310
345	366
346	274
347	322
348	331
349	284
350	302
351	292
352	293
353	285
354	300
355	311
356	291
357	297
358	301
359	278
360	311
361	255
362	273
363	267
364	284
365	286
366	303
367	251
368	282
369	271
370	277
371	264
372	252
373	240
374	258
375	243
376	255
377	230
378	246
379	249
380	219
381	237
382	250
383	222
384	213
385	208
386	221
387	213
388	228
389	214
390	216
391	220
392	219
393	175
394	188
395	185
396	193
397	154
398	170
399	179
400	164
401	151
402	145
403	169
404	167
405	136
406	147
407	129
408	136
409	124
410	126
411	128
412	138
413	119
414	137
415	116
416	122
417	112
418	104
419	112
420	107
421	96
422	89
423	93
424	77
425	99
426	99
427	88
428	83
429	89
430	70
431	90
432	75
433	61
434	78
435	63
436	53
437	68
438	60
439	66
440	66
441	49
442	51
443	55
444	50
445	67
446	59
447	53
448	49
449	51
450	46
451	47
452	43
453	44
454	55
455	34
456	43
457	49
458	35
459	41
460	22
461	36
462	45
463	37
464	37
465	28
466	34
467	33
468	30
469	29
470	31
471	36
472	36
473	28
474	30
475	21
476	26
477	30
478	30
479	22
480	23
481	25
482	27
483	21
484	30
485	24
486	25
487	24
488	20
489	20
490	22
491	14
492	35
493	25
494	20
495	29
496	21
497	16
498	26
499	13
500	30
501	18
502	20
503	21
504	13
505	21
506	19
507	18
508	15
509	24
510	19
511	16
512	18
513	18
514	14
515	15
516	23
517	20
518	14
519	10
520	20
521	15
522	16
523	19
524	14
525	13
526	16
527	15
528	11
529	18
530	11
531	14
532	10
533	12
534	16
535	11
536	11
537	16
538	9
539	10
540	16
541	4
542	11
543	10
544	5
545	18
546	10
547	7
548	5
549	10
550	12
551	8
552	12
553	11
554	15
555	13
556	8
557	10
558	5
559	6
560	9
561	2
562	5
563	12
564	6
565	4
566	8
567	10
568	4
569	6
570	8
571	9
572	9
573	9
574	5
575	4
576	8
577	6
578	8
579	10
580	2
581	6
582	5
583	3
584	3
585	4
586	6
587	4
588	6
589	4
590	4
591	6
592	3
593	2
594	7
595	2
596	7
597	4
598	4
599	3
600	5
601	4
602	2
603	7
604	5
606	6
607	2
608	2
609	1
610	4
611	3
612	6
613	2
615	6
617	3
618	5
619	2
620	2
621	3
622	5
623	8
624	3
625	1
626	3
628	2
629	4
630	1
632	2
633	1
634	2
635	2
636	2
637	5
638	1
639	1
640	3
641	2
642	1
643	3
645	1
646	1
647	2
648	2
649	3
650	2
651	1
652	5
653	1
654	1
655	1
656	4
657	2
659	3
660	1
661	2
662	2
663	2
664	3
665	4
666	1
667	2
668	2
671	3
673	1
674	1
675	1
676	1
677	1
678	2
679	2
685	2
686	1
687	2
688	1
689	1
691	1
693	1
694	1
695	2
696	1
699	1
701	1
702	2
703	1
704	1
705	3
706	3
707	1
708	3
709	2
710	3
711	3
712	3
713	1
714	1
717	1
718	3
719	1
720	2
721	1
722	1
723	4
725	1
726	5
727	1
728	2
729	1
730	2
733	2
734	1
735	2
737	2
738	1
739	1
740	2
742	1
743	2
744	1
745	2
747	1
748	2
750	1
751	1
752	1
753	1
754	2
757	1
758	1
759	3
761	1
762	2
764	1
765	1
766	1
767	2
768	1
769	2
771	3
773	2
774	1
775	3
776	1
777	1
779	2
781	2
782	2
783	1
784	1
786	1
787	1
788	2
789	2
790	1
791	1
793	1
794	3
796	1
798	4
799	1
802	1
803	2
804	1
805	3
806	1
807	1
808	1
810	1
812	1
814	1
816	3
819	4
820	2
821	1
822	1
823	2
824	3
825	1
826	1
828	1
829	1
830	3
831	1
836	2
837	2
840	1
841	1
842	1
844	4
845	1
846	1
849	1
850	1
851	3
852	1
853	1
855	1
856	1
857	2
858	1
859	1
861	1
862	1
864	1
865	1
866	1
868	1
869	2
871	4
872	1
875	1
876	2
878	1
879	1
880	1
881	2
882	1
883	1
884	3
885	4
886	1
888	4
889	1
891	4
893	1
894	1
895	1
897	2
898	1
899	1
901	1
903	2
904	1
906	1
907	2
908	2
909	2
910	3
911	2
912	2
913	1
914	5
916	2
917	1
920	2
922	2
923	1
924	2
927	1
928	3
931	1
934	2
935	2
936	1
937	2
939	3
940	1
941	1
942	1
944	2
947	1
949	1
951	1
958	1
959	1
961	2
962	2
963	1
965	2
966	1
967	1
969	1
970	3
971	1
972	1
973	2
974	4
975	2
976	1
978	1
979	1
980	1
982	1
983	1
984	1
988	1
989	2
990	2
991	2
992	1
993	1
994	3
995	2
997	2
999	1
1000	3

