## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/15_FL66_i24.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/15_FL66_i24.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/15_FL66_i24.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:01:33 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
61	41	17	31	1998	79.74731	47.394944	2500000	FR	9	15	21	29	35	41	49	95	197	241	315			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
33	9
34	20
35	15040
36	25985
37	33702
38	37650
39	43895
40	57553
41	63050
42	62729
43	58890
44	58115
45	57423
46	55186
47	53374
48	50803
49	51346
50	54500
51	55902
52	53746
53	48698
54	45344
55	44024
56	41943
57	39548
58	37965
59	36330
60	35855
61	36051
62	34214
63	32804
64	31139
65	30048
66	28786
67	27755
68	26166
69	25037
70	23888
71	23855
72	23125
73	22076
74	21419
75	20710
76	19751
77	19066
78	17884
79	17335
80	16498
81	16228
82	15907
83	15137
84	14731
85	14054
86	13625
87	13142
88	12440
89	11784
90	11160
91	10831
92	10623
93	10465
94	9952
95	9719
96	9403
97	8858
98	8506
99	8018
100	7714
101	7510
102	7344
103	6999
104	6809
105	6789
106	6763
107	6611
108	6194
109	5844
110	5618
111	5337
112	5154
113	5072
114	4971
115	4890
116	4900
117	4734
118	4555
119	4348
120	4119
121	3901
122	3810
123	3699
124	3713
125	3800
126	3644
127	3661
128	3619
129	3449
130	3185
131	3164
132	3022
133	2848
134	3004
135	3371
136	3674
137	5115
138	6445
139	5295
140	3987
141	3439
142	3339
143	2752
144	2679
145	2860
146	3310
147	4400
148	6262
149	7925
150	11167
151	15724
152	14359
153	8298
154	4737
155	3852
156	3927
157	4548
158	5251
159	5922
160	5865
161	5685
162	5210
163	4745
164	4752
165	5391
166	6135
167	7033
168	7445
169	7125
170	6496
171	5939
172	5376
173	4955
174	4844
175	5132
176	5358
177	5504
178	5521
179	5026
180	4802
181	4550
182	4405
183	4155
184	4058
185	3935
186	3935
187	3930
188	3823
189	3792
190	3775
191	3565
192	3459
193	3334
194	3345
195	3092
196	2996
197	2850
198	2757
199	2543
200	2571
201	2506
202	2440
203	2309
204	2307
205	2138
206	2132
207	1961
208	1839
209	1779
210	1725
211	1610
212	1552
213	1509
214	1416
215	1443
216	1236
217	1221
218	1187
219	1063
