## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/27_FL776_i10.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/27_FL776_i10.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/27_FL776_i10.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:03:36 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
60	41	17	31	1999	76.947363	45.052484	2500000	FR	9	15	21	29	35	41	49	87	185	225	299			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
32	2
33	4
34	16
35	23971
36	40456
37	50216
38	43656
39	45558
40	68136
41	74122
42	68468
43	59321
44	58160
45	58504
46	57508
47	53921
48	49274
49	47392
50	51482
51	55955
52	55545
53	47800
54	43799
55	42780
56	41734
57	39456
58	36392
59	34176
60	33240
61	33063
62	32895
63	31178
64	30179
65	29464
66	29002
67	28111
68	25907
69	24383
70	22409
71	21986
72	21733
73	21152
74	20926
75	20262
76	19666
77	19168
78	17892
79	16441
80	15542
81	14983
82	14837
83	14500
84	14308
85	13680
86	13157
87	13016
88	12096
89	11266
90	10646
91	10139
92	9765
93	9583
94	9603
95	9426
96	9266
97	8769
98	8124
99	7636
100	7145
101	6862
102	6461
103	6526
104	6359
105	6212
106	6132
107	6041
108	5691
109	5263
110	4832
111	4698
112	4399
113	4343
114	4213
115	4190
116	4136
117	4047
118	3946
119	3708
120	3604
121	3348
122	2991
123	2971
124	3061
125	3166
126	3136
127	3131
128	3190
129	2898
130	2722
131	2680
132	2472
133	2350
134	2494
135	2809
136	3459
137	5130
138	6874
139	6069
140	4516
141	4334
142	3643
143	2779
144	2375
145	2790
146	3218
147	4768
148	7666
149	10510
150	16955
151	25717
152	22517
153	11746
154	5438
155	3823
156	3852
157	4357
158	5411
159	6070
160	6127
161	5979
162	5307
163	4575
164	4329
165	4752
166	5431
167	6349
168	6852
169	6395
170	5996
171	5799
172	5151
173	4532
174	4298
175	4387
176	4367
177	4375
178	4282
179	4031
180	3961
181	3731
182	3644
183	3374
184	3250
185	3089
186	2902
187	2974
188	2699
189	2669
190	2512
191	2585
192	2483
193	2373
194	2400
195	2231
196	2157
197	1947
198	1894
199	1795
200	1701
201	1646
202	1703
203	1484
204	1461
205	1395
206	1386
207	1257
208	1209
209	1134
210	1015
211	1000
212	982
213	916
214	889
215	856
216	796
217	802
218	741
219	640
220	630
221	589
222	552
223	528
224	526
225	446
226	474
227	455
228	394
229	363
