## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/06_FL296_i15.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/06_FL296_i15.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/06_FL296_i15.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:58:48 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
66	41	21	33	1998	89.288236	61.471673	2500000	FR	9	19	27	35	43	51	59	109	227	299	517			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
33	12
34	15
35	13881
36	24826
37	32527
38	30809
39	32678
40	46718
41	52489
42	51643
43	49048
44	49299
45	49469
46	49095
47	47291
48	45100
49	43953
50	46395
51	49462
52	48826
53	43492
54	40738
55	39862
56	38882
57	36888
58	35266
59	34074
60	33130
61	33349
62	33208
63	31547
64	29994
65	29291
66	29003
67	27803
68	26475
69	25455
70	24558
71	24198
72	24024
73	22905
74	22266
75	21921
76	21202
77	20410
78	19770
79	18964
80	18330
81	17680
82	17267
83	16946
84	16923
85	16469
86	15997
87	15409
88	14368
89	13932
90	13369
91	12795
92	12721
93	12376
94	12459
95	12279
96	11642
97	11427
98	10832
99	10227
100	9996
101	9924
102	9405
103	9411
104	9112
105	9104
106	9049
107	8649
108	8374
109	7985
110	7709
111	7576
112	7226
113	7059
114	7037
115	6861
116	6879
117	6762
118	6631
119	6255
120	6066
121	5872
122	5657
123	5497
124	5518
125	5365
126	5470
127	5400
128	5152
129	5064
130	4790
131	4646
132	4501
133	4306
134	4378
135	4296
136	4348
137	4562
138	4735
139	4558
140	4269
141	4143
142	3926
143	3710
144	3479
145	3571
146	3632
147	3715
148	4030
149	4325
150	5140
151	5743
152	5163
153	3967
154	3458
155	3285
156	3405
157	3412
158	3632
159	3791
160	3684
161	3641
162	3539
163	3383
164	3400
165	3647
166	3887
167	4132
168	4287
169	4111
170	3931
171	3661
172	3709
173	3542
174	3738
175	4007
176	4300
177	4310
178	4164
179	4021
180	3831
181	3764
182	3707
183	3512
184	3610
185	3784
186	3870
187	3947
188	3940
189	3778
190	3697
191	3607
192	3630
193	3504
194	3602
195	3590
196	3688
197	3570
198	3493
199	3468
200	3401
201	3251
202	3347
203	3279
204	3251
205	3196
206	3159
207	3045
208	2965
209	2873
210	2788
211	2681
212	2741
213	2761
214	2742
215	2655
216	2574
217	2595
218	2343
219	2279
220	2204
