## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/04_FL258_i13.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/04_FL258_i13.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/04_FL258_i13.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:58:13 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
64	41	20	32	1999	85.417438	57.047617	2500000	FR	9	17	25	33	41	47	55	101	217	283	451			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	3
33	5
34	21
35	15495
36	26625
37	34578
38	35810
39	41445
40	56680
41	63993
42	61776
43	52645
44	50553
45	50668
46	48946
47	46251
48	44393
49	44261
50	50665
51	57130
52	57108
53	47070
54	41746
55	39577
56	37798
57	36379
58	33536
59	32442
60	32566
61	34297
62	35295
63	32431
64	29760
65	29123
66	28059
67	27481
68	25093
69	23904
70	23554
71	23311
72	23676
73	23291
74	21785
75	21106
76	20428
77	19798
78	18746
79	17608
80	17116
81	16916
82	16855
83	16675
84	16271
85	15263
86	15041
87	14377
88	13663
89	12952
90	12451
91	12063
92	11998
93	11757
94	11504
95	11218
96	10961
97	10369
98	9956
99	9576
100	9169
101	8850
102	8654
103	8480
104	8360
105	8164
106	8264
107	8044
108	7568
109	7079
110	6944
111	6591
112	6396
113	6384
114	6246
115	6177
116	6009
117	5879
118	5652
119	5506
120	5263
121	5077
122	4988
123	4857
124	4852
125	4766
126	4688
127	4581
128	4388
129	4267
130	4036
131	3950
132	3793
133	3696
134	3621
135	3766
136	3927
137	4163
138	4414
139	4048
140	3599
141	3550
142	3317
143	3033
144	2959
145	3032
146	3064
147	3499
148	3945
149	4570
150	5939
151	7676
152	6853
153	4450
154	3276
155	2928
156	3119
157	3278
158	3571
159	3942
160	3853
161	3913
162	3604
163	3308
164	3447
165	3790
166	4261
167	4783
168	4841
169	4696
170	4390
171	4189
172	4070
173	3881
174	3914
175	4210
176	4599
177	4629
178	4437
179	4337
180	4116
181	4106
182	4068
183	3852
184	3884
185	3992
186	4089
187	3982
188	3990
189	3899
190	3886
191	3718
192	3751
193	3628
194	3740
195	3656
196	3523
197	3560
198	3446
199	3377
200	3359
201	3306
202	3226
203	3264
204	3128
205	3159
206	3164
207	2906
208	2871
209	2740
210	2743
211	2641
212	2695
213	2649
214	2570
215	2544
216	2481
217	2401
218	2221
219	2100
220	2047
221	2033
222	2010
223	1903
224	1972
225	1893
226	1920
227	1782
228	1652
229	1547
230	1540
231	1513
232	1454
233	1405
234	1394
235	1384
236	1275
237	1271
238	1196
239	1184
240	1142
241	1084
242	1050
243	1022
244	982
245	946
246	967
247	904
248	894
249	837
250	828
251	821
252	720
253	739
254	666
255	678
256	750
257	665
258	654
259	607
260	645
261	597
262	583
263	539
264	565
265	516
266	525
267	500
268	484
269	495
270	486
271	449
272	408
273	477
274	419
275	404
276	412
277	390
278	392
279	413
280	382
281	382
282	365
283	347
284	373
285	362
286	344
287	333
288	346
289	347
290	351
291	367
292	297
293	306
294	316
295	288
296	310
297	285
298	287
299	299
300	290
301	296
302	308
303	318
304	258
305	263
306	248
307	262
308	264
309	299
310	303
311	296
312	284
313	246
314	259
315	258
316	240
317	232
318	225
319	249
320	243
321	269
322	248
323	204
324	236
325	221
326	218
327	235
328	235
329	186
330	235
331	218
332	232
333	234
334	197
335	168
336	207
337	212
338	226
339	197
340	206
341	207
342	204
343	209
344	179
345	165
346	178
347	161
348	190
349	194
350	181
351	170
352	171
353	174
354	152
355	151
356	172
357	157
358	170
359	155
360	141
361	138
362	139
363	139
364	156
365	140
366	114
367	134
368	136
369	117
370	129
371	118
372	121
373	124
374	132
375	109
376	119
377	93
378	111
379	128
380	113
381	115
382	106
383	103
384	113
385	98
386	108
387	97
388	92
389	108
390	96
391	85
392	82
393	73
394	84
395	78
396	72
397	69
398	68
399	77
400	75
401	59
402	69
403	66
404	62
405	53
406	56
407	64
408	52
409	43
410	50
411	45
412	46
413	55
414	48
415	41
416	41
417	46
418	37
419	43
420	42
421	42
422	35
423	29
424	33
425	30
426	20
427	24
428	26
429	32
430	25
431	25
432	17
433	25
434	22
435	34
436	27
437	27
438	18
439	21
440	23
441	19
442	18
443	18
444	9
445	15
446	28
447	21
448	11
449	24
450	18
451	12
452	15
453	17
454	15
455	11
456	13
457	15
458	23
459	11
460	14
461	19
462	14
463	11
464	13
465	16
466	10
467	8
468	17
469	5
470	16
471	19
472	6
473	8
474	5
475	13
476	10
477	9
478	13
479	17
480	13
481	6
482	8
483	9
484	6
485	11
486	8
487	9
488	12
489	9
490	5
491	7
492	10
493	8
494	9
495	4
496	5
497	6
498	6
499	8
500	5
501	7
502	9
503	5
504	3
505	5
506	3
507	6
508	6
509	6
510	5
511	10
512	4
513	10
514	4
515	5
516	5
517	6
518	4
519	4
520	7
521	3
522	9
523	7
524	2
525	6
526	4
527	1
528	4
530	4
531	4
532	3
533	4
534	4
535	2
536	7
538	2
539	4
540	6
541	3
542	2
544	1
545	4
546	5
548	1
549	3
550	1
551	2
552	3
553	2
554	6
555	3
556	3
557	8
558	3
559	2
561	4
562	6
563	3
564	4
565	2
566	1
567	2
568	3
569	1
571	2
574	1
575	1
577	2
578	3
579	1
580	3
581	2
583	2
585	1
586	6
588	4
589	2
591	3
593	1
594	1
595	1
597	1
599	1
600	3
601	2
602	1
603	3
604	1
605	2
608	1
610	1
611	3
612	2
613	2
614	1
616	1
617	1
618	2
619	1
622	1
623	3
626	1
628	2
630	2
631	2
632	1
633	1
634	2
635	1
636	1
639	2
640	1
641	2
642	1
644	1
645	2
646	1
648	1
649	2
651	2
652	2
653	2
654	1
655	1
656	1
657	1
659	1
661	1
664	3
665	2
666	1
671	1
673	2
675	1
676	1
677	1
678	2
679	1
680	1
681	2
684	1
686	1
688	2
690	1
693	1
694	1
699	4
701	2
702	2
704	1
707	1
708	2
709	2
714	1
715	2
716	1
717	3
718	1
719	1
720	1
722	3
723	1
724	2
727	1
728	2
729	2
732	1
733	2
734	5
735	1
736	1
738	2
739	1
740	1
741	2
745	1
746	1
747	1
749	2
752	2
753	1
755	1
756	1
757	3
758	1
759	1
760	1
761	2
762	3
763	1
764	1
767	1
768	1
769	1
772	2
774	1
775	1
776	1
777	1
779	1
780	1
781	2
782	1
783	2
785	3
786	2
787	2
789	1
790	1
791	1
792	1
796	1
798	3
799	2
800	1
801	2
805	2
806	1
809	2
810	2
811	1
812	1
814	1
816	1
817	1
818	1
820	1
821	1
822	1
823	1
824	1
827	3
830	1
831	4
832	1
834	1
835	1
836	1
838	2
840	1
841	1
846	2
847	4
848	1
850	1
853	2
855	1
856	1
859	1
862	3
864	1
866	1
868	1
869	3
871	2
872	1
874	2
876	1
877	1
878	1
880	1
882	3
883	2
884	1
885	1
888	2
893	2
894	3
897	1
899	1
900	2
901	2
902	2
906	1
907	1
908	1
910	2
911	1
912	1
913	2
914	1
915	1
918	2
919	1
920	3
921	1
922	3
923	1
927	1
928	1
929	1
934	2
936	1
937	2
938	4
941	2
942	1
943	1
944	3
947	2
948	2
949	2
950	3
951	1
953	1
955	2
956	2
957	1
958	2
959	1
960	1
962	3
964	1
965	1
966	1
968	2
974	3
975	2
976	2
977	1
979	2
980	2
981	1
982	3
983	2
984	1
985	1
987	1
988	1
989	1
990	2
991	1
992	1
994	1
995	1
996	1
997	2
998	2

