## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/14_FL508_i20.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/14_FL508_i20.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/14_FL508_i20.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:01:07 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
68	52	19	32	2000	85.376998	47.746053	2500000	FR	9	17	25	31	39	49	57	97	203	237	291			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	1
33	4
34	7
35	7814
36	14838
37	21274
38	19375
39	22082
40	39845
41	47623
42	44518
43	36989
44	36721
45	38941
46	41267
47	41738
48	39643
49	38009
50	45469
51	55101
52	56049
53	47716
54	42360
55	40940
56	42410
57	41648
58	39196
59	37166
60	37007
61	39460
62	39993
63	37741
64	35697
65	35019
66	35730
67	35754
68	33497
69	31136
70	29268
71	29001
72	28627
73	27735
74	26491
75	25666
76	25981
77	25464
78	24288
79	22627
80	21426
81	20935
82	20738
83	19529
84	18847
85	18410
86	17835
87	17550
88	16755
89	15823
90	14998
91	14333
92	13724
93	13192
94	12648
95	12089
96	11946
97	11634
98	11412
99	10689
100	10290
101	9588
102	9165
103	8467
104	7941
105	7862
106	7930
107	7798
108	7447
109	7029
110	6794
111	6269
112	5794
113	5557
114	5345
115	5044
116	5147
117	5113
118	4862
119	4573
120	4423
121	4278
122	3873
123	3705
124	3603
125	3394
126	3256
127	3330
128	3116
129	3057
130	2930
131	2758
132	2586
133	2465
134	2502
135	2428
136	2682
137	2964
138	3468
139	3176
140	2591
141	2460
142	2337
143	2041
144	1952
145	2161
146	2379
147	3148
148	4767
149	6374
150	9779
151	15512
152	14653
153	8369
154	4544
155	3609
156	3612
157	4097
158	4856
159	5748
160	5874
161	5985
162	5461
163	4904
164	4919
165	5709
166	6985
167	8179
168	9301
169	9723
170	9758
171	10047
172	8877
173	7630
174	6587
175	6479
176	6586
177	6827
178	6978
179	7393
180	7381
181	7704
182	7665
183	7210
184	6255
185	6002
186	5637
187	5484
188	5183
189	5254
190	5090
191	5359
192	5606
193	5807
194	5483
195	4816
196	4215
197	3921
198	3659
199	3361
200	3196
201	3147
202	3035
203	2988
204	2816
205	2606
206	2401
207	2248
208	2166
209	1955
210	1833
211	1705
212	1616
213	1561
214	1568
215	1464
216	1298
217	1143
218	1084
219	961
220	965
221	862
222	828
223	784
224	746
225	684
226	654
227	536
228	529
229	474
230	418
231	404
232	410
233	388
234	362
235	314
236	317
237	283
238	242
239	227
240	226
241	191
242	201
243	172
244	165
245	152
246	163
247	147
248	101
249	118
250	128
251	115
252	125
253	93
254	75
255	75
256	82
257	91
258	69
259	72
260	63
261	65
262	63
263	54
264	46
265	56
266	49
267	47
268	38
269	51
270	40
271	42
272	33
273	51
274	28
275	31
276	43
277	37
278	36
279	30
280	35
281	38
282	26
283	43
284	39
285	26
286	31
287	32
288	22
289	37
290	27
291	23
292	34
293	27
294	29
295	28
296	21
297	25
298	27
299	30
300	32
301	29
302	27
303	34
304	27
305	25
306	21
307	13
308	15
309	23
310	16
311	26
312	24
313	26
314	17
315	24
316	14
317	18
318	16
319	18
320	15
321	12
322	19
323	16
324	15
325	16
326	14
327	12
328	13
329	15
330	12
331	15
332	20
333	13
334	16
335	11
336	11
337	16
338	9
339	14
340	11
341	15
342	7
343	10
344	4
345	14
346	11
347	10
348	7
349	6
350	5
351	12
352	12
353	2
354	8
355	9
356	11
357	5
358	9
359	2
360	3
361	4
362	6
363	5
364	6
365	5
366	8
367	3
368	8
369	4
370	10
371	5
372	6
373	6
374	8
375	1
376	3
377	3
378	3
379	6
380	3
381	5
382	5
383	3
384	2
385	3
386	2
388	2
389	3
390	4
391	4
392	1
393	2
394	2
395	3
396	5
397	4
398	5
399	5
400	2
401	1
402	5
403	4
405	2
406	1
407	2
409	3
410	4
411	4
412	2
413	1
414	3
415	4
416	2
417	3
418	4
419	5
420	2
421	6
423	2
424	1
425	4
426	1
428	3
429	3
430	3
431	2
432	3
433	2
434	1
435	3
436	2
438	7
439	4
440	2
441	2
442	2
444	2
446	1
447	3
448	1
449	2
450	3
451	2
452	2
453	3
454	2
455	2
456	2
458	1
459	2
460	1
461	3
462	1
463	2
464	1
465	1
466	1
467	2
468	2
470	2
471	1
473	2
474	2
476	1
478	1
479	2
480	1
481	1
482	3
483	2
484	2
485	1
