## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/18_FL535_i24.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/18_FL535_i24.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/18_FL535_i24.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:02:17 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
52	51	8	31	2000	55.395279	21.357259	2500000	FR	3	7	11	13	17	21	25	31	43	61	109			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	2
32	2
33	5
34	24
35	15328
36	29192
37	42037
38	39607
39	45549
40	80546
41	90719
42	86343
43	80703
44	82093
45	85841
46	87861
47	87867
48	84293
49	79917
50	87432
51	95695
52	92390
53	82904
54	74950
55	71965
56	69103
57	65816
58	59640
59	54326
60	50916
61	49827
62	47868
63	44754
64	40838
65	38232
66	36469
67	33824
68	30356
69	27102
70	24321
71	22959
72	21710
73	19885
74	18627
75	17272
76	16141
77	14800
78	13225
79	11915
80	10934
81	10196
82	9262
83	8568
84	8064
85	7399
86	6927
87	6336
88	5490
89	5168
90	4630
91	4227
92	3843
93	3570
94	3287
95	3042
96	3004
97	2750
98	2350
99	2117
100	1980
101	1860
102	1587
103	1520
104	1419
105	1331
106	1238
107	1169
108	1044
109	953
110	882
111	752
112	721
113	722
114	598
115	610
116	597
117	520
118	462
119	466
120	424
121	377
122	363
123	322
124	301
125	276
126	261
127	248
128	250
129	224
130	200
131	212
132	166
133	170
134	164
135	148
136	145
137	168
138	212
139	167
140	140
141	120
142	111
143	97
144	104
145	91
146	91
147	96
148	172
149	178
150	289
151	377
152	348
153	200
154	120
155	89
156	80
157	82
158	108
159	115
160	124
161	121
162	100
163	87
164	93
165	78
166	107
167	114
168	135
169	124
170	116
171	110
172	121
173	86
174	74
175	73
176	85
177	77
178	90
179	88
180	95
181	98
182	62
183	70
184	57
185	57
186	43
187	46
188	44
189	47
190	45
191	55
192	48
193	57
194	48
195	42
196	33
197	24
198	27
199	31
200	29
201	22
202	24
203	28
204	29
205	25
206	26
207	30
208	21
209	24
210	17
211	17
212	11
213	18
214	24
215	27
216	12
217	10
218	14
219	7
220	7
221	9
222	11
223	13
224	6
225	12
226	6
227	12
228	10
229	7
230	4
231	7
232	7
233	6
234	4
235	9
236	7
237	5
238	6
239	8
240	5
241	2
242	2
243	5
244	12
245	2
246	2
247	6
248	5
249	7
250	2
251	3
252	2
253	1
254	4
255	2
256	2
258	6
259	3
260	5
261	3
262	3
263	1
264	2
266	2
267	4
268	5
269	5
270	1
271	3
272	1
273	2
274	4
275	2
276	5
277	2
278	3
279	6
280	3
281	3
282	1
284	3
285	4
286	1
287	2
288	2
289	3
290	1
291	2
292	3
293	2
294	1
295	2
296	2
297	1
300	4
301	1
302	2
303	5
304	2
306	4
307	5
308	2
309	2
311	2
312	5
313	3
314	3
316	2
317	1
319	1
321	2
322	1
323	1
324	1
325	1
326	6
327	2
328	4
329	10
330	2
331	8
332	5
333	10
334	7
335	5
336	5
337	7
338	6
339	7
340	4
341	10
342	5
343	10
344	6
345	6
346	6
347	4
348	7
349	8
350	6
351	6
352	3
353	3
354	8
355	3
356	4
357	5
358	3
359	7
360	5
361	4
362	7
363	3
364	7
365	3
366	3
367	5
368	2
369	4
370	3
371	3
372	7
373	7
374	5
375	2
376	2
377	3
378	5
379	9
380	4
381	1
382	3
383	2
384	5
385	2
386	4
387	3
388	4
389	1
390	1
391	1
393	1
394	2
395	3
396	1
397	8
398	3
399	1
400	3
401	6
402	4
403	1
404	2
405	3
406	3
407	2
408	2
409	5
410	1
411	4
412	1
413	2
414	5
415	4
416	2
417	2
418	2
419	4
420	5
421	3
422	5
423	2
424	3
425	1
426	1
427	1
428	5
429	2
430	4
431	2
432	4
433	3
434	2
435	2
436	5
437	4
438	3
439	6
440	3
441	1
443	4
444	3
445	1
447	3
448	4
449	2
450	5
451	1
452	6
453	3
454	2
455	1
457	1
458	3
459	1
460	2
461	6
462	3
463	5
464	4
465	1
466	2
468	2
469	4
470	1
472	4
473	1
474	1
476	1
478	1
479	1
480	1
481	1
482	5
483	2
484	4
487	2
489	4
490	2
491	3
492	3
493	2
496	1
497	3
498	5
499	2
500	1
501	2
502	4
503	3
504	2
506	4
507	2
508	4
509	3
510	3
511	3
512	2
513	3
514	1
515	1
516	5
517	3
518	1
519	2
520	1
523	3
524	2
525	3
526	1
528	2
531	3
532	1
534	3
536	3
537	2
538	1
539	2
540	3
541	3
542	1
543	3
544	3
545	5
546	4
547	3
548	3
549	4
550	5
551	4
552	1
553	5
554	3
555	6
556	3
558	2
559	2
560	1
562	3
563	2
564	3
565	2
567	3
569	2
571	1
572	4
574	4
575	2
576	1
577	3
578	4
579	4
580	4
581	3
583	3
584	4
585	1
586	3
587	2
588	2
589	1
590	1
591	1
592	4
593	1
594	2
595	3
596	2
597	4
598	3
599	5
600	4
601	2
602	1
603	2
606	1
607	4
608	1
609	4
610	4
613	2
614	3
615	1
616	3
617	1
618	1
619	5
621	1
622	3
623	3
624	1
625	1
626	2
627	1
628	5
629	3
630	2
631	2
632	3
633	4
634	1
636	2
637	2
638	2
640	2
641	5
642	4
644	4
646	2
647	2
648	4
649	3
651	4
652	1
653	2
654	3
655	4
656	3
657	7
658	1
659	2
660	3
661	3
662	2
663	3
664	5
665	3
666	1
667	3
668	1
669	1
670	3
671	3
673	1
674	6
675	3
676	3
677	5
678	2
679	3
681	6
682	3
683	2
684	2
685	3
686	3
687	1
688	3
689	5
690	3
691	2
692	1
693	1
694	3
695	1
697	1
698	2
700	3
701	2
702	2
703	2
704	1
705	3
706	1
707	3
