## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/08_FL306_i17.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/08_FL306_i17.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/08_FL306_i17.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:59:22 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
67	51	21	31	2000	89.953557	63.16679	2500000	FR	9	19	27	35	43	51	61	107	223	297	549			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
32	2
33	10
34	17
35	11326
36	20341
37	27847
38	30142
39	33806
40	41326
41	45121
42	46544
43	46324
44	47981
45	48728
46	48148
47	47649
48	47524
49	47474
50	48186
51	49110
52	47767
53	43904
54	41994
55	41214
56	40312
57	39000
58	37687
59	36530
60	35845
61	34857
62	34077
63	31939
64	31161
65	30293
66	29543
67	28931
68	27519
69	26659
70	25827
71	25019
72	24501
73	23464
74	22611
75	22155
76	21752
77	20978
78	20342
79	19555
80	18853
81	18317
82	17925
83	17393
84	16890
85	16706
86	15937
87	15534
88	14944
89	14310
90	13667
91	13058
92	12829
93	12555
94	12178
95	11974
96	11770
97	11374
98	10723
99	10318
100	10055
101	9723
102	9469
103	9155
104	8939
105	8944
106	8773
107	8505
108	8281
109	7598
110	7539
111	7294
112	7009
113	6943
114	6730
115	6821
116	6532
117	6424
118	6296
119	5871
120	5763
121	5584
122	5252
123	5377
124	5149
125	5082
126	5024
127	4995
128	4832
129	4640
130	4574
131	4322
132	4259
133	4012
134	4057
135	4133
136	4132
137	4429
138	4686
139	4334
140	3883
141	3754
142	3687
143	3339
144	3227
145	3324
146	3457
147	3671
148	4254
149	4856
150	5998
151	7629
152	7230
153	4854
154	3500
155	3215
156	3217
157	3340
158	3833
159	3877
160	4096
161	3864
162	3679
163	3450
164	3410
165	3725
166	4100
167	4566
168	4779
169	4570
170	4321
171	4152
172	3926
173	3706
174	3727
175	4209
176	4333
177	4367
178	4199
179	4155
180	4062
181	3852
182	3755
183	3606
184	3642
185	3761
186	3825
187	3819
188	3868
189	3795
190	3586
191	3664
192	3527
193	3572
194	3510
195	3449
196	3459
197	3409
198	3285
199	3247
200	3103
201	3134
202	3173
203	3131
204	3020
205	3131
206	3117
207	2948
208	2817
209	2575
210	2624
211	2634
212	2630
213	2538
214	2489
215	2538
216	2431
217	2419
218	2321
219	2161
220	2140
221	2096
222	1961
223	1960
224	1940
225	1926
