## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/17_FL301_i2.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/17_FL301_i2.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/17_FL301_i2.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:02:00 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
69	41	23	31	2000	92.934658	65.695559	2500000	FR	11	21	29	39	47	55	65	117	227	303	569			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
32	7
33	7
34	15
35	12234
36	22923
37	30088
38	29666
39	32277
40	45714
41	47529
42	46233
43	44925
44	45933
45	46804
46	46223
47	45568
48	43678
49	42553
50	44937
51	46055
52	43501
53	39638
54	37659
55	37092
56	36143
57	35504
58	34355
59	33585
60	32389
61	31996
62	30819
63	28917
64	27942
65	27965
66	27891
67	27059
68	25907
69	25565
70	24733
71	23906
72	23153
73	22469
74	22077
75	21632
76	21466
77	20654
78	20108
79	19511
80	19068
81	18464
82	17951
83	17473
84	17111
85	16687
86	16519
87	16011
88	15461
89	15037
90	14201
91	14009
92	13731
93	13203
94	13085
95	12726
96	12546
97	12135
98	11652
99	11200
100	10787
101	10660
102	10165
103	10076
104	9784
105	9810
106	9646
107	9563
108	9053
109	8868
110	8579
111	8281
112	7884
113	7867
114	7690
115	7688
116	7614
117	7311
118	7186
119	7013
120	6782
121	6666
122	6317
123	6084
124	6112
125	5999
126	5956
127	5872
128	5771
129	5571
130	5401
131	5169
132	5057
133	4889
134	4842
135	4820
136	4906
137	5236
138	5193
139	5053
140	4872
141	4703
142	4468
143	4039
144	4029
145	3997
146	4029
147	4250
148	4713
149	5148
150	6170
151	7351
152	7005
153	4967
154	3978
155	3804
156	3760
157	3889
158	4085
159	4296
160	4325
161	4205
162	4072
163	3854
164	3764
165	4030
166	4382
167	4683
168	4864
169	4668
170	4393
171	4150
172	4053
173	4015
174	4133
175	4477
176	4438
177	4612
178	4490
179	4235
180	4106
181	3894
182	3852
183	3641
184	3872
185	3895
186	4009
187	3966
188	3995
189	3838
190	3795
191	3885
192	3692
193	3501
194	3596
195	3625
196	3594
197	3450
198	3537
199	3339
200	3307
201	3237
202	3206
203	3136
204	3109
205	3148
206	3130
207	2948
208	2858
209	2736
210	2795
211	2700
212	2623
213	2559
214	2630
215	2577
216	2461
217	2440
218	2346
219	2307
220	2170
221	2055
222	2068
223	2019
224	2086
225	1947
226	1946
227	1887
228	1884
229	1722
230	1673
231	1669
232	1592
233	1555
234	1510
235	1576
236	1472
237	1494
238	1404
239	1363
240	1326
241	1288
242	1231
243	1176
244	1221
245	1200
246	1048
247	1174
248	1109
249	1083
250	1048
251	991
252	967
253	907
254	935
255	924
256	895
257	833
258	826
259	819
260	814
261	852
262	795
263	751
264	788
265	740
266	725
267	706
268	702
269	702
270	635
271	638
272	661
273	624
274	603
275	599
276	643
277	576
278	581
279	595
280	619
281	584
282	550
283	560
284	508
285	558
286	511
287	539
288	516
289	505
290	514
291	534
292	522
293	489
294	543
295	501
296	461
297	426
298	498
299	484
300	486
301	481
302	486
303	468
304	441
305	466
306	442
307	458
308	478
309	456
310	434
311	463
312	467
313	436
314	430
315	415
316	418
317	405
318	424
319	419
320	420
321	398
322	398
323	436
324	367
325	379
326	348
327	392
328	417
329	394
330	394
331	389
332	344
333	375
334	359
335	378
336	376
337	390
338	356
339	372
340	361
341	369
342	351
343	358
344	341
345	326
346	365
347	353
348	345
349	366
350	371
351	339
352	369
353	331
354	348
355	303
356	337
357	343
358	331
359	327
360	295
361	286
362	311
363	301
364	297
365	314
366	280
367	330
368	289
369	265
370	300
371	256
372	261
373	269
374	246
375	262
376	283
377	281
378	290
379	253
380	252
381	239
382	272
383	231
384	248
385	256
386	262
387	224
388	234
389	237
390	209
391	212
392	213
393	239
394	198
395	189
396	185
397	209
398	202
399	185
400	191
401	169
402	155
403	196
404	168
405	142
406	194
407	175
408	155
409	150
410	162
411	164
412	146
413	160
414	152
415	125
416	137
417	124
418	137
419	131
420	147
421	151
422	119
423	111
424	122
425	106
426	109
427	118
428	124
429	94
430	91
431	97
432	103
433	84
434	80
435	89
436	90
437	91
438	83
439	75
440	100
441	83
442	78
443	101
444	62
445	79
446	60
447	66
448	70
449	56
450	68
451	70
452	48
453	66
454	69
455	63
456	69
457	75
458	54
459	54
460	62
461	67
462	61
463	64
464	57
465	61
466	52
467	51
468	49
469	47
470	58
471	46
472	57
473	56
474	49
475	40
476	52
477	51
478	52
479	51
480	41
481	48
482	33
483	35
484	40
485	47
486	58
487	55
488	40
489	52
490	43
491	48
492	41
493	41
494	40
495	35
496	43
497	50
498	48
499	35
500	44
501	45
502	33
503	32
504	32
505	25
506	34
507	27
508	37
509	40
510	36
511	30
512	34
513	34
514	41
515	27
516	26
517	33
518	28
519	30
520	26
521	28
522	16
523	25
524	30
525	35
526	31
527	22
528	18
529	31
530	24
531	21
532	26
533	15
534	17
535	24
536	34
