## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/07_FL299_i16.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/07_FL299_i16.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/07_FL299_i16.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:59:05 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
78	45	30	32	2000	103.808252	71.31026	2499999	FR	15	27	39	51	61	73	85	155	247	325	573			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	4
33	4
34	9
35	12618
36	21339
37	26319
38	27770
39	30083
40	36212
41	37384
42	37814
43	38098
44	39357
45	40001
46	39422
47	37515
48	36013
49	35371
50	36219
51	36382
52	34992
53	33579
54	32766
55	32623
56	32076
57	30793
58	29303
59	28543
60	27703
61	27174
62	26764
63	26007
64	26044
65	26118
66	25717
67	24791
68	24037
69	22921
70	22233
71	21876
72	21911
73	21104
74	20953
75	20753
76	20734
77	19888
78	19148
79	18609
80	17993
81	17275
82	17337
83	17117
84	17046
85	16751
86	16454
87	15817
88	15386
89	14598
90	14212
91	13559
92	13542
93	13563
94	13234
95	13108
96	13135
97	12703
98	12239
99	11595
100	11283
101	10917
102	10760
103	10611
104	10643
105	10600
106	10493
107	10232
108	9945
109	9399
110	9081
111	8820
112	8568
113	8627
114	8515
115	8334
116	8478
117	8306
118	8107
119	7896
120	7575
121	7146
122	7004
123	6899
124	6836
125	7080
126	6895
127	6758
128	6800
129	6438
130	6275
131	6129
132	5836
133	5618
134	5654
135	5679
136	5916
137	6299
138	6542
139	6327
140	5886
141	5616
142	5248
143	5003
144	4850
145	4890
146	5124
147	5357
148	6054
149	6881
150	8354
151	9982
152	9056
153	6564
154	5243
155	4668
156	4983
157	5098
158	5465
159	5870
160	5979
161	5842
162	5379
163	5113
164	5202
165	5404
166	5949
167	6355
168	6471
169	6440
170	6130
171	5932
172	5480
173	5509
174	5587
175	5695
176	6070
177	5989
178	5983
179	5884
180	5556
181	5391
182	5156
183	5186
184	5239
185	5172
186	5466
187	5491
188	5523
189	5579
190	5418
191	5162
192	5127
193	5054
194	5027
195	5064
196	4865
197	4881
198	4901
199	4717
200	4769
201	4670
202	4429
203	4492
204	4468
205	4462
206	4440
207	4273
208	4144
209	3966
210	3840
211	3783
212	3724
213	3694
214	3718
215	3587
216	3610
217	3432
218	3363
219	3282
220	3047
221	3038
222	3063
223	2949
224	2831
225	2829
226	2695
227	2605
228	2568
229	2530
230	2460
231	2379
232	2214
233	2325
234	2226
235	2194
236	2084
237	2033
238	1949
239	1898
240	1893
241	1837
242	1795
243	1808
244	1833
245	1651
246	1658
247	1674
248	1556
249	1526
250	1423
251	1461
252	1351
253	1381
254	1299
255	1348
256	1379
257	1318
258	1273
259	1215
260	1219
261	1188
262	1143
263	1111
264	1079
265	1071
266	1021
267	1041
268	974
269	988
270	1051
271	1002
272	984
273	951
274	963
275	948
276	908
277	905
278	881
279	863
280	855
281	828
282	828
283	846
284	869
285	819
286	789
287	727
288	784
289	836
290	742
291	797
292	767
293	670
294	720
295	693
296	669
297	669
298	707
299	734
300	661
301	760
302	684
303	688
304	597
305	628
306	631
307	641
308	645
309	634
310	670
311	626
312	682
313	645
314	630
315	610
316	547
317	608
318	624
319	581
320	616
321	610
322	627
323	558
324	546
325	564
326	596
327	514
328	507
329	564
330	569
331	546
332	544
333	520
334	542
335	550
336	498
337	506
338	485
339	479
340	479
341	490
342	500
343	514
344	512
345	450
346	470
347	511
348	455
349	453
350	452
351	465
352	479
353	452
354	445
355	441
356	422
357	431
358	420
359	408
360	431
361	438
362	395
363	433
364	400
365	435
366	422
367	426
368	404
369	409
370	392
371	391
372	361
373	380
374	391
375	373
376	355
377	387
378	351
379	339
380	342
381	340
382	343
383	326
384	332
385	321
386	293
387	302
388	318
389	305
390	314
391	265
392	261
393	281
394	280
395	252
396	260
397	263
398	234
399	245
400	243
401	262
402	280
403	254
404	218
405	208
406	206
407	169
408	183
409	215
410	200
411	173
412	174
413	196
414	166
415	172
416	154
417	171
418	157
419	169
420	158
421	153
422	141
423	119
424	146
425	140
426	136
427	121
428	120
429	127
430	112
431	109
432	137
433	91
434	119
435	98
436	120
437	116
438	90
439	88
440	85
441	83
442	102
443	100
444	99
445	87
446	71
447	80
448	73
449	87
450	77
451	74
452	80
453	68
454	71
455	69
456	83
457	68
458	76
459	60
460	60
461	62
462	71
463	54
464	63
465	59
466	59
467	56
468	54
469	46
470	60
471	53
472	54
473	52
474	52
475	67
476	48
477	41
478	50
479	55
480	47
