## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/11_FL501_i16.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/11_FL501_i16.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/11_FL501_i16.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:00:23 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
94	151	50	31	2000	114.866567	68.103179	2499999	FR	27	51	71	87	101	111	129	165	209	247	481			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	2
32	1
33	5
34	8
35	13849
36	22028
37	26139
38	25560
39	27052
40	32698
41	35355
42	35853
43	35238
44	35510
45	35662
46	34822
47	32179
48	30203
49	29150
50	30092
51	31832
52	31746
53	29356
54	27907
55	27521
56	27159
57	25721
58	23537
59	22323
60	21749
61	21903
62	21922
63	21101
64	21157
65	20942
66	20976
67	20223
68	18537
69	17077
70	16493
71	16266
72	16505
73	16215
74	15938
75	15584
76	15804
77	14893
78	14232
79	13453
80	12529
81	12753
82	12660
83	12401
84	12256
85	12014
86	11812
87	11410
88	10736
89	9975
90	9615
91	9362
92	9363
93	9242
94	9140
95	9325
96	9017
97	8740
98	8135
99	7732
100	7358
101	7244
102	6889
103	6951
104	6941
105	6969
106	6890
107	6918
108	6470
109	6211
110	5875
111	5597
112	5396
113	5318
114	5383
115	5370
116	5320
117	5070
118	5122
119	4918
120	4617
121	4450
122	4173
123	4257
124	4320
125	4486
126	4416
127	4361
128	4434
129	4085
130	3993
131	3831
132	3622
133	3532
134	3835
135	4474
136	4998
137	6695
138	9010
139	7720
140	5828
141	5601
142	4883
143	4074
144	4016
145	4721
146	5749
147	8454
148	13183
149	17062
150	26136
151	38448
152	34339
153	18828
154	9972
155	8184
156	8231
157	9597
158	12047
159	13858
160	14090
161	13709
162	12532
163	10973
164	10665
165	11898
166	14346
167	16619
168	18816
169	18606
170	17743
171	16544
172	14817
173	12870
174	11920
175	11893
176	12451
177	12936
178	13448
179	13755
180	13686
181	13475
182	12943
183	11897
184	11053
185	10602
186	10121
187	10186
188	10324
189	10742
190	10914
191	11131
192	11496
193	11380
194	10800
195	9960
196	8959
197	8574
198	8203
199	8335
200	8028
201	7996
202	8061
203	7713
204	7694
205	7479
206	6990
207	6376
208	6101
209	5810
210	5416
211	5305
212	5204
213	4987
214	4878
215	4654
216	4488
217	4140
218	3966
