## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/02_FL30_i11.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/02_FL30_i11.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/02_FL30_i11.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 15:57:47 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
64	41	19	31	1998	83.624892	56.600678	2499999	FR	9	17	25	31	39	47	55	89	195	277	481			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
31	1
32	2
33	4
34	18
35	13638
36	25744
37	35336
38	38083
39	42674
40	54056
41	56750
42	54672
43	52568
44	53382
45	53483
46	52467
47	51409
48	49792
49	49606
50	50964
51	51995
52	49080
53	44325
54	41778
55	41125
56	40074
57	38669
58	36943
59	36141
60	35317
61	34760
62	33371
63	31470
64	30201
65	29230
66	29148
67	28417
68	26898
69	26127
70	25231
71	24987
72	23911
73	23176
74	22323
75	21823
76	21235
77	20588
78	19839
79	19169
80	18508
81	18194
82	17540
83	17020
84	16579
85	16020
86	15594
87	15139
88	14335
89	13984
90	13387
91	13186
92	12725
93	12454
94	12275
95	11992
96	11498
97	11109
98	10838
99	10163
100	10050
101	9731
102	9309
103	9207
104	9016
105	8973
106	8652
107	8396
108	8088
109	7699
110	7424
111	7123
112	6834
113	6861
114	6885
115	6727
116	6551
117	6443
118	6135
119	5947
120	5716
121	5447
122	5480
123	5134
124	5336
125	5208
126	5054
127	5004
128	4842
129	4718
130	4380
131	4416
132	4282
133	4143
134	4048
135	4058
136	4115
137	4349
138	4473
139	4142
140	3723
141	3675
142	3499
143	3413
144	3196
145	3283
146	3314
147	3357
148	3536
149	3959
150	4563
151	5196
152	4634
153	3658
154	2964
155	2947
156	2979
157	2946
158	3100
159	3344
160	3328
161	3179
162	3130
163	3017
164	2961
165	3141
166	3400
167	3577
168	3615
169	3536
170	3201
171	3146
172	3028
173	2984
174	3195
175	3388
176	3423
177	3512
178	3395
179	3177
180	3035
181	2919
182	2888
183	2888
184	2806
185	2939
186	2964
187	3004
188	2916
189	2940
190	2822
191	2862
192	2821
193	2768
194	2656
195	2737
196	2716
197	2655
198	2603
199	2597
200	2488
201	2498
202	2417
203	2411
204	2399
205	2414
206	2401
207	2322
208	2253
209	2193
210	2132
211	2086
212	1987
213	2028
214	2005
215	1948
216	2006
217	1931
218	1871
219	1803
220	1756
221	1686
222	1669
223	1585
224	1559
225	1515
