## htsjdk.samtools.metrics.StringHeader
# CollectInsertSizeMetrics HISTOGRAM_FILE=picard/CollectInsertSizeMetrics/15_FL512_i21.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=bowtie2/Filtering/15_FL512_i21.filt.srt.nodup.bam OUTPUT=picard/CollectInsertSizeMetrics/15_FL512_i21.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Apr 30 16:01:24 KST 2020

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
69	52	19	32	2000	89.108827	55.369042	2500000	FR	9	17	25	31	39	49	59	97	219	267	415			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
32	1
33	3
34	6
35	6544
36	12491
37	17075
38	17730
39	19950
40	29585
41	34161
42	35177
43	36265
44	38045
45	40003
46	41429
47	41777
48	41043
49	39796
50	43074
51	46231
52	46974
53	45735
54	44730
55	45143
56	44459
57	43806
58	42163
59	39949
60	39467
61	39893
62	39827
63	39037
64	38106
65	37365
66	36269
67	35290
68	33569
69	31821
70	30338
71	30051
72	29493
73	28549
74	27606
75	27348
76	26628
77	25648
78	24387
79	23158
80	22048
81	21538
82	20860
83	20095
84	19533
85	19019
86	18825
87	17902
88	16955
89	16242
90	15047
91	14533
92	13974
93	13567
94	13193
95	13029
96	12690
97	12186
98	11746
99	11136
100	10641
101	10054
102	9497
103	9342
104	8911
105	8763
106	8561
107	8456
108	8082
109	7650
110	7373
111	6724
112	6564
113	6378
114	6127
115	6115
116	5715
117	5749
118	5532
119	5262
120	4990
121	4891
122	4534
123	4465
124	4259
125	4179
126	4117
127	4065
128	3882
129	3658
130	3624
131	3467
132	3233
133	3099
134	3131
135	3058
136	3034
137	3167
138	3247
139	3038
140	2855
141	2634
142	2620
143	2380
144	2341
145	2360
146	2301
147	2745
148	3342
149	4019
150	5515
151	8243
152	7682
153	4928
154	3058
155	2668
156	2544
157	2902
158	3412
159	4019
160	4050
161	3962
162	3588
163	3377
164	3300
165	3364
166	4339
167	5214
168	6128
169	6320
170	6251
171	6096
172	5579
173	4740
174	4327
175	4298
176	4663
177	5040
178	5553
179	5940
180	6015
181	6095
182	5955
183	5637
184	5032
185	4659
186	4741
187	4927
188	5107
189	5475
190	5608
191	5740
192	6044
193	6069
194	5742
195	5166
196	4726
197	4522
198	4282
199	4313
200	4282
201	4215
202	4288
203	4191
204	4136
205	4096
206	3701
207	3548
208	3578
209	3187
210	3195
211	3058
212	3028
213	2843
214	2754
215	2689
216	2437
217	2491
218	2415
219	2262
220	2165
221	2027
222	1983
223	1804
224	1783
225	1805
226	1629
227	1585
228	1539
229	1431
230	1420
231	1280
232	1211
233	1140
234	1131
235	1048
236	1031
237	1022
238	917
239	935
240	838
241	784
242	812
243	791
244	739
245	706
246	645
247	639
248	607
249	606
250	575
251	525
252	498
253	475
254	480
255	452
256	469
257	420
258	402
259	443
260	410
261	390
262	405
263	358
264	353
265	319
266	320
267	282
268	315
269	298
270	320
271	308
272	312
273	320
274	268
275	282
276	248
277	227
278	236
279	225
280	249
281	263
282	232
283	276
284	256
285	247
286	192
287	196
288	197
289	232
290	267
291	258
292	290
293	283
294	263
295	262
296	231
297	196
298	204
299	237
300	284
301	305
302	302
303	309
304	265
305	296
306	220
307	236
308	230
309	241
310	269
311	271
312	317
313	285
314	290
315	230
316	258
317	216
318	235
319	249
320	265
321	258
322	265
323	242
324	246
325	255
326	218
327	232
328	215
329	238
330	210
331	191
332	212
333	218
334	222
335	209
336	192
337	183
338	161
339	162
340	156
341	175
342	161
343	173
344	187
345	157
346	150
347	145
348	138
349	133
350	126
351	135
352	150
353	126
354	124
355	131
356	131
357	144
358	96
359	113
360	108
361	104
362	109
363	85
364	116
365	113
366	103
367	99
368	96
369	99
370	78
371	78
372	89
373	79
374	89
375	77
376	70
377	68
378	71
379	71
380	76
381	67
382	73
383	46
384	58
385	44
386	60
387	49
388	63
389	48
390	56
391	42
392	46
393	39
394	40
395	47
396	46
397	44
398	37
399	36
400	30
401	35
402	34
403	33
404	32
405	22
406	26
407	30
408	15
409	21
410	20
411	24
412	10
413	21
414	20
415	24
416	26
417	7
418	13
419	17
420	15
421	10
422	19
423	11
424	16
425	18
426	15
427	11
428	7
429	12
430	13
431	13
432	9
433	11
434	16
435	10
436	9
437	13
438	9
439	10
440	9
441	8
442	11
443	7
444	6
445	11
446	7
447	7
448	3
449	11
450	6
451	8
452	11
453	5
454	7
455	7
456	7
457	11
458	8
459	7
460	5
461	11
462	6
463	5
464	8
465	10
466	8
467	2
468	2
469	3
470	4
471	5
472	2
473	3
474	5
475	3
476	6
477	8
478	10
479	7
480	3
481	4
482	1
483	3
484	5
485	6
486	3
487	7
488	5
489	4
490	1
491	5
492	4
493	3
494	6
495	3
496	4
497	4
498	4
499	4
500	3
502	3
503	8
504	5
505	1
506	3
507	1
508	4
509	3
510	2
511	3
512	2
513	3
514	3
515	2
516	4
517	2
518	7
519	3
520	9
521	1
522	3
523	7
524	7
526	4
527	1
528	1
529	3
530	2
531	4
532	2
533	5
534	7
535	2
536	5
537	3
538	3
539	2
540	4
541	1
542	3
543	4
545	2
546	1
547	3
548	3
549	5
550	1
552	1
553	1
554	3
555	2
556	2
557	2
558	3
559	2
562	4
563	3
564	3
565	2
567	4
568	2
569	3
570	2
571	2
572	1
573	2
574	1
577	3
578	6
579	4
580	2
581	2
582	1
583	2
584	3
585	2
586	4
587	3
588	2
589	1
591	3
592	2
593	1
594	3
596	4
597	1
598	2
599	3
600	6
601	1
602	2
603	5
605	1
607	1
608	2
610	1
612	1
613	1
614	2
615	1
616	4
617	1
618	1
619	2
620	2
621	4
622	3
623	2
